@RELATION 'spo0.names'

@ATTRIBUTE t0_green                                numeric
@ATTRIBUTE t0_green_bkg                            numeric
@ATTRIBUTE t0_red                                  numeric
@ATTRIBUTE t0_red_bkg                              numeric
@ATTRIBUTE t0_flag                                 numeric
@ATTRIBUTE t0Point5_green                          numeric
@ATTRIBUTE t0Point5_green_bkg                      numeric
@ATTRIBUTE t0Point5_red                            numeric
@ATTRIBUTE t0Point5_red_bkg                        numeric
@ATTRIBUTE t0Point5_flag                           numeric
@ATTRIBUTE t2_green                                numeric
@ATTRIBUTE t2_green_bkg                            numeric
@ATTRIBUTE t2_red                                  numeric
@ATTRIBUTE t2_red_bkg                              numeric
@ATTRIBUTE t2_flag                                 numeric
@ATTRIBUTE t5_green                                numeric
@ATTRIBUTE t5_green_bkg                            numeric
@ATTRIBUTE t5_red                                  numeric
@ATTRIBUTE t5_red_bkg                              numeric
@ATTRIBUTE t5_flag                                 numeric
@ATTRIBUTE t7_green                                numeric
@ATTRIBUTE t7_green_bkg                            numeric
@ATTRIBUTE t7_red                                  numeric
@ATTRIBUTE t7_red_bkg                              numeric
@ATTRIBUTE t7_flag                                 numeric
@ATTRIBUTE t9_green                                numeric
@ATTRIBUTE t9_green_bkg                            numeric
@ATTRIBUTE t9_red                                  numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t9_flag                                 numeric
@ATTRIBUTE t11Point5_green                         numeric
@ATTRIBUTE t11Point5_green_bkg                     numeric
@ATTRIBUTE t11Point5_red                           numeric
@ATTRIBUTE t11Point5_red_bkg                       numeric
@ATTRIBUTE t11Point5_flag                          numeric
@ATTRIBUTE gal_ndt80_green                         numeric
@ATTRIBUTE gal_ndt80_green_bkg                     numeric
@ATTRIBUTE gal_ndt80_red                           numeric
@ATTRIBUTE gal_ndt80_red_bkg                       numeric
@ATTRIBUTE gal_ndt80_flag                          numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE ndt80_delete_early_green_bkg            numeric
@ATTRIBUTE ndt80_delete_early_red                  numeric
@ATTRIBUTE ndt80_delete_early_red_bkg              numeric
@ATTRIBUTE ndt80_delete_early_flag                 numeric
@ATTRIBUTE ndt80_delete_mid_green                  numeric
@ATTRIBUTE ndt80_delete_mid_green_green_bkg        numeric
@ATTRIBUTE ndt80_delete_mid_green_red              numeric
@ATTRIBUTE ndt80_delete_mid_green_red_bkg          numeric
@ATTRIBUTE ndt80_delete_mid_green_flag             numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t0Point5_correlation                    numeric
@ATTRIBUTE t2_correlation                          numeric
@ATTRIBUTE t5_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t9_correlation                          numeric
@ATTRIBUTE t11Point5_correlation                   numeric
@ATTRIBUTE ndt80_delete_early_correlation          numeric
@ATTRIBUTE ndt80_delete_mid_correlation            numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t5_regression                           numeric
@ATTRIBUTE t7_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE t11Point5_regression                    numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t0_g/r_ratio                            numeric
@ATTRIBUTE t0Point5_g/r_ratio                      numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t7_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE t11Point5_g/r_ratio                     numeric
@ATTRIBUTE ndt80_delete_early_g/r_ratio            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE failed_pcr                              {1,2,3,4,5}
@ATTRIBUTE blast_homology_within_genome            {no,yes}
@ATTRIBUTE overlaps_another_orf                    {no,yes}
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/02,01/05/03/02/04,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/05,01/20/27,01/20/31,01/20/33,01/20/37,01/20/37/01,01/25,01/25/01,02,02/01,02/01/01,02/01/03,02/04,02/07,02/07/01,02/08,02/10,02/11,02/11/05,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/02,16,16/01,16/02,16/03,16/03/01,16/03/03,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/17,16/17/01,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/02,20/09/16,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/09,20/09/18/09/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/03,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/10,30/05/02,30/05/02/24,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/10,32/10/03,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/07,34/07/01,34/07/02,34/11,34/11/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,38,38/07,40,40/01,40/01/03,40/01/03/01,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/03,40/10/02/03/02,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,99

@DATA
3230,1428,2037,760,0,4768,1138,3965,540,0,2683,1135,1876,605,0,2858,1454,1877,774,0,7243,1973,5666,1272,0,4160,1502,2733,1005,0,2392,1101,1474,705,0,11647,1162,6667,3180,0,2582,583,2247,471,0,3715,898,3161,518,0,0.894,0.873,0.925,0.9,0.94,0.925,0.842,0.848,0.932,1.182,0.917,1.142,1.148,1.166,1.449,1.472,0.504,0.946,1.41,1.05,1.21,1.27,1.19,1.53,1.67,3,1.12,?,?,no,10/01/09/05@11/02/03/04@14/07/04@40/20
4134,1535,2819,752,0,6854,1303,5068,538,0,3941,1130,3669,628,0,4283,1483,3770,908,0,13169,2254,11027,1357,0,4753,1717,2909,1236,0,3664,1195,2093,718,0,25725,1648,18968,3435,0,2558,604,3268,457,0,2617,806,2785,440,0,0.892,0.92,0.942,0.924,0.964,0.916,0.919,0.96,0.952,1.079,1.147,0.84,0.911,1.079,1.677,1.718,0.64,0.689,1.25,1.22,0.92,0.97,1.12,1.81,1.79,1.55,0.69,?,?,no,01/05/25@10/03/01@10/03/03@16/09@34/11/03/07@40/01@41/01/01@42/01@42/04@43/01/03/05
6551,1544,6146,919,0,5068,1447,4141,620,0,4688,1111,4037,549,0,6878,2057,6053,1217,0,8749,2201,7267,1617,0,5586,1771,5010,1576,0,3646,1318,3017,961,0,5977,1411,6746,3502,0,3146,662,4820,530,0,4476,933,7456,444,0,0.951,0.972,0.948,0.912,0.964,0.968,0.95,0.962,0.981,0.91,1.017,0.984,0.913,1.084,1.1,1.044,0.548,0.481,0.95,1.02,1.02,0.99,1.15,1.11,1.13,1.4,0.57,?,?,no,10/03/01@18/02/01/01/05
3774,1480,2506,798,0,4775,1540,2762,681,0,2412,1287,1813,653,0,3877,2094,3742,1550,0,4087,2336,5602,2338,0,2936,1667,3437,1391,0,1763,1119,1696,834,0,4044,1241,6318,3254,0,1478,632,1763,462,0,2206,964,2923,482,0,0.814,0.8,0.931,0.886,0.677,0.935,0.826,0.939,0.957,1.039,1.305,0.916,0.687,0.309,0.541,0.568,0.61,0.471,1.34,1.55,0.96,0.81,0.53,0.62,0.74,0.91,0.65,?,?,no,10/03/04/05@10/03/05/01@42/04/05
21743,1696,20244,1120,0,21639,1636,11319,742,0,15477,1250,4495,642,0,16796,2050,4299,1031,0,44463,3625,12674,1508,0,14479,1872,4074,1390,0,11559,1366,3431,720,0,42442,2205,23180,4460,0,12004,776,3608,547,0,12708,1148,3582,548,0,0.845,0.933,0.919,0.918,0.891,0.873,0.953,0.946,0.918,0.969,1.787,3.574,4.058,3.028,4.152,3.695,3.389,3.263,1.04,1.89,3.69,4.51,3.65,4.69,3.75,2.14,3.66,?,yes,no,01/04@14/01@14/04@16/19/03@18/02/01@20/01/10@20/09/04@32/01
3142,1060,2332,589,0,4872,1081,3166,350,0,2539,1169,2001,594,0,3411,1369,2627,750,0,4927,1584,3453,1167,0,1794,1227,1398,955,0,5093,1251,4909,942,0,14191,1408,8946,3531,0,5179,607,4839,408,0,5078,938,1924,449,0,0.918,0.91,0.948,0.959,0.912,0.837,0.927,0.968,0.96,0.992,1.299,0.909,1.026,1.374,1.126,0.836,0.996,2.712,1.19,1.34,0.97,1.08,1.46,1.27,0.96,2.36,1.03,?,?,no,01/01/06/06/01/03@16/21/07
4427,1326,3721,666,0,8065,1160,2083,406,0,5321,1078,1835,519,0,7835,1703,2056,853,0,11909,1510,2987,879,0,5967,2086,4337,1922,0,4973,1133,2097,732,0,11854,1859,10322,3627,0,3555,678,966,478,0,4627,927,610,421,0,0.977,0.938,0.871,0.879,0.873,0.868,0.914,0.959,0.847,1.003,3.633,2.911,4.182,4.064,1.438,2.657,6.741,23.148,1.01,4.11,3.22,5.09,4.93,1.6,2.81,1.49,5.89,?,?,no,01/03@01/04@01/05/02/07@02/01
5581,1333,6052,921,0,14730,1335,5577,569,0,8405,1527,3448,844,0,10201,1644,3149,943,0,15125,1874,4736,1201,0,5760,1392,2712,1158,0,13218,3152,9749,2354,0,2433,1308,6088,3389,0,4209,622,1546,398,0,4567,1030,1037,538,0,0.921,0.916,0.908,0.916,0.961,0.921,0.926,0.973,0.942,0.752,2.499,2.433,3.331,3.734,2.617,1.259,3.239,6.892,0.82,2.67,2.64,3.87,3.74,2.81,1.36,0.41,3.12,?,yes,no,01/05/06/07@02/16/01
1719,1143,1255,644,0,2220,1075,1627,380,0,1687,1250,1142,672,0,1960,1387,1075,763,0,2224,1402,1370,886,0,1501,1232,1135,906,0,1515,711,938,412,0,1803,943,3881,3131,0,1323,514,1167,375,0,1245,922,634,423,0,0.839,0.933,0.846,0.858,0.841,0.125,0.909,0.932,0.867,0.792,0.846,0.723,1.605,1.525,0.136,1.638,0.899,1.283,0.94,0.91,0.92,1.83,1.69,1.17,1.52,1.14,1.02,?,?,no,01/01
8007,1363,6741,764,0,5563,1340,9213,576,0,5630,1374,7286,776,0,6145,1536,10229,880,0,8952,1536,11828,999,0,6094,1369,5226,1109,0,6040,1225,4905,831,0,12769,1208,8961,3178,0,4641,498,7355,371,0,4027,890,12389,448,0,0.947,0.913,0.954,0.97,0.946,0.937,0.952,0.985,0.954,1.096,0.463,0.623,0.488,0.66,1.077,1.144,0.59,0.242,1.11,0.48,0.65,0.49,0.68,1.14,1.18,1.99,0.59,?,?,no,01/06/10@14/07/01@20/01/13
1729,1160,1103,628,0,1931,1481,1296,720,0,2059,1686,1770,1026,0,2408,1772,2210,1028,0,2183,1425,1868,954,0,2054,1444,2337,1116,0,2136,1235,3235,942,0,2469,1261,4163,3151,0,930,424,861,305,0,2259,919,1490,421,0,0.769,0.678,0.637,0.868,0.749,0.944,0.924,0.954,0.952,0.884,0.55,0.267,0.38,0.602,0.406,0.334,0.871,1.168,1.19,0.78,0.5,0.53,0.82,0.49,0.39,1.19,0.91,?,?,no,01/02@01/04@14/07/03@40/01
4082,1147,2807,612,0,4331,1180,2083,407,0,2867,1296,1417,680,0,3440,1419,4891,808,0,4071,1429,11498,1102,0,2521,1274,5369,1098,0,3774,1036,10069,717,0,1817,1111,5452,3138,0,940,469,754,353,0,1501,1000,942,426,0,0.889,0.936,0.945,0.95,0.928,0.911,0.955,0.918,0.909,1.201,1.824,2.135,0.475,0.23,0.26,0.29,1.097,0.881,1.33,1.88,2.13,0.49,0.25,0.29,0.29,0.3,1.17,?,?,no,01/06
1829,1020,1223,547,0,2497,1145,3625,400,0,2094,1472,3003,960,0,2116,1262,2966,680,0,2549,1445,3330,1017,0,1768,1224,1624,870,0,2035,972,2233,640,0,954,831,3276,2884,0,1686,517,5536,400,0,2274,942,4387,470,0,0.87,0.93,0.928,0.954,0.918,0.906,0.872,0.947,0.918,1.017,0.366,0.247,0.322,0.4,0.614,0.578,0.214,0.312,1.19,0.41,0.3,0.37,0.47,0.72,0.66,0.31,0.22,?,?,no,10/01/02@10/01/03/03@16/19/03
6163,1524,5268,886,0,5218,1145,3981,387,0,3751,1143,3025,570,0,4152,1526,2578,753,0,10427,1750,9431,994,0,3816,1534,3115,1076,0,2745,1080,2344,668,0,15956,2048,15754,4202,0,3198,648,2807,485,0,3237,899,3096,504,0,0.868,0.92,0.971,0.94,0.963,0.932,0.945,0.954,0.939,0.917,1.051,1.025,1.372,0.993,1.001,0.939,0.991,0.837,1.05,1.13,1.06,1.43,1.02,1.11,0.99,1.2,1.09,?,?,no,14/04@20/01/10@20/09/16
2814,1146,2003,679,0,1994,1307,4987,632,0,2509,1231,2578,672,0,2764,1472,3122,875,0,4284,1574,6169,1152,0,1804,1384,1604,1118,0,3805,1269,4337,965,0,1651,1258,3820,3340,0,1688,582,7690,456,0,1317,971,6884,480,0,0.872,0.851,0.939,0.925,0.966,0.695,0.873,0.947,0.849,1.057,0.133,0.616,0.518,0.487,0.512,0.672,0.142,0.038,1.25,0.15,0.67,0.57,0.54,0.86,0.75,0.81,0.15,?,?,no,14/04
4215,1513,3314,856,0,3527,1235,2698,500,0,2655,1170,1987,635,0,4095,1649,3237,1018,0,4090,1726,7079,1234,0,3567,1759,5989,1644,0,1598,988,1712,688,0,4930,1178,12826,3152,0,3770,697,3098,475,0,5974,1136,3273,501,0,0.876,0.859,0.909,0.963,0.913,0.945,0.896,0.977,0.974,1.008,0.922,0.949,1.046,0.36,0.347,0.513,1.188,1.705,1.09,1.04,1.09,1.1,0.4,0.41,0.59,0.38,1.17,?,?,no,14/07/05@14/10@14/13/01/01@16/01@34/11/03/07
3296,1174,2393,622,0,6552,1222,1039,420,0,3569,1191,1179,615,0,3525,1365,1970,743,0,8712,1702,2657,1036,0,2126,1301,1311,914,0,7028,1367,2991,877,0,13041,1475,9256,3707,0,7218,620,1178,420,0,4608,900,1180,463,0,0.899,0.884,0.942,0.939,0.921,0.722,0.947,0.96,0.956,0.951,7.88,4.145,1.661,4.001,1.76,2.455,8.769,5.12,1.19,8.61,4.21,1.76,4.32,2.07,2.67,2.08,8.7,?,?,no,11/02/01@12/01@42
5218,1491,4113,841,0,5617,1289,4778,491,0,3632,1136,3601,617,0,4389,1478,4998,820,0,8306,1706,13461,1394,0,2890,1589,2981,1234,0,3311,1371,3453,812,0,18525,2390,19527,4273,0,5476,767,6540,554,0,3324,1026,4623,574,0,0.914,0.921,0.942,0.873,0.961,0.884,0.92,0.947,0.953,1.079,0.928,0.755,0.605,0.528,0.604,0.668,0.748,0.51,1.13,1,0.83,0.69,0.54,0.74,0.73,1.05,0.78,?,?,no,01/01/13@01/05/25@10/01/03@10/03/01/01/03@10/03/01/01/09@14/07/05@14/10@14/13/01/01@16/01@16/19/03
5327,1417,4651,749,0,5061,1474,5116,759,0,4579,1386,4561,826,0,4364,1566,5589,959,0,6132,1778,17133,2011,0,2900,1340,5840,1223,0,5908,1007,16465,950,0,3339,1500,9030,3724,0,2859,663,3020,486,0,2819,1035,2735,585,0,0.891,0.901,0.925,0.95,0.919,0.964,0.945,0.972,0.974,0.904,0.738,0.769,0.566,0.243,0.321,0.337,0.852,0.79,1,0.82,0.85,0.6,0.28,0.33,0.31,0.34,0.86,?,?,no,01/06@16/13/03@20/01/13
2284,1288,1350,696,0,3042,1118,3425,536,0,1713,1107,1662,645,0,2086,1389,2923,800,0,4184,1692,9870,1476,0,2357,1420,3088,1026,0,1643,1055,1933,701,0,12134,1180,8322,3376,0,1474,614,3343,577,0,1684,801,5912,438,0,0.793,0.862,0.852,0.851,0.921,0.908,0.833,0.888,0.931,1.143,0.576,0.492,0.303,0.281,0.394,0.402,0.286,0.146,1.52,0.66,0.59,0.32,0.29,0.45,0.47,2.21,0.31,?,?,no,01/05/13/01@01/06/02/01@01/20/01/07@14/07/01
2447,1220,1711,642,0,3890,1310,3015,533,0,2422,1128,2541,579,0,3546,1847,4677,1091,0,3985,1622,6030,1164,0,2489,1570,2837,1363,0,2198,1210,1952,858,0,3865,1144,6285,3167,0,2051,590,4596,438,0,2452,954,4511,430,0,0.903,0.95,0.963,0.932,0.931,0.896,0.953,0.96,0.94,1.018,1.009,0.628,0.435,0.462,0.545,0.877,0.338,0.347,1.14,1.03,0.65,0.47,0.48,0.62,0.9,0.87,0.35,?,?,no,42/04/05
4195,1096,4642,570,1,4994,1197,1390,492,0,2200,1150,1182,578,0,2709,1511,1786,870,0,2932,1372,2265,892,0,4164,1218,5180,888,1,2463,1110,2216,741,0,4950,1110,4417,3066,0,2840,583,1281,394,0,3276,1009,2218,487,0,0.954,0.903,0.914,0.922,0.946,0.915,0.946,0.919,0.94,0.646,3.877,1.618,1.149,1.037,0.728,0.844,2.316,1.28,0.76,4.22,1.73,1.3,1.13,0.68,0.91,2.84,2.54,1,?,no,11/04/01@12/01@42/01
2163,1094,1492,561,0,2990,1228,2825,531,0,2034,1255,1871,673,0,4409,1718,3277,966,1,2922,1572,3645,1194,0,1708,1268,1650,1031,0,3305,1002,4054,716,0,3603,1422,5176,3623,0,1395,591,1985,420,0,1401,885,1277,477,0,0.872,0.941,0.929,0.959,0.914,0.842,0.929,0.973,0.93,1.034,0.712,0.565,1.509,0.529,0.564,0.636,0.513,0.57,1.14,0.76,0.65,1.16,0.55,0.71,0.68,1.4,0.51,?,?,no,01/05@10/03/01@42/01
2348,1125,1819,572,0,3624,1450,2764,730,0,2627,1474,1979,866,0,3990,1606,3147,928,0,3695,1433,3540,1032,0,2120,1082,1821,814,0,3035,1011,3085,732,0,2704,1087,4695,3196,0,1611,482,1498,346,0,2844,949,2017,414,0,0.967,0.953,0.913,0.844,0.946,0.941,0.944,0.97,0.893,0.928,1.034,0.948,0.893,0.84,1.003,0.773,0.987,1.063,0.98,1.06,1.03,1.07,0.9,1.03,0.86,1.07,0.98,1,?,no,01/04@14/04@14/07/03@20/09/07/05@20/09/13
10303,1587,7272,804,0,11765,1245,10047,486,0,5377,1115,4321,589,0,7235,1592,5577,925,0,11249,1896,11020,1138,0,9114,1568,7524,963,0,7504,1149,6182,693,0,19787,1167,11888,3311,0,7577,740,6395,582,0,10862,932,10079,445,0,0.924,0.962,0.963,0.962,0.971,0.96,0.96,0.955,0.954,1.192,1.07,1.08,1.165,0.914,1.114,1.123,1.088,0.921,1.34,1.1,1.14,1.21,0.94,1.15,1.15,2.17,1.17,?,?,no,01/04@11/02/03/04@16/19/03
3177,1095,2661,636,0,3379,1066,1342,372,0,2327,1108,1112,596,0,3194,1358,1243,666,0,4529,1363,1768,818,0,2260,1415,1363,1052,0,2759,1061,1058,630,0,981,837,3153,2796,0,2612,574,1032,375,0,2093,955,918,443,0,0.936,0.937,0.928,0.948,0.925,0.552,0.926,0.958,0.933,0.938,2.276,2.331,3.231,3.15,1.748,4.123,3.12,2.262,1.02,2.38,2.36,3.18,3.33,2.71,3.96,0.4,3.1,?,?,no,20/01/01/01/01@32/07@34/01/01/01
6942,1824,4499,987,0,4566,1246,1163,408,0,4048,1211,1869,636,0,3992,1510,1835,776,0,8679,2024,3542,1038,0,6494,1712,3674,1196,0,3358,1163,2403,747,0,7821,1133,5486,3163,0,1498,656,689,444,0,2498,936,962,445,0,0.817,0.867,0.936,0.932,0.937,0.94,0.911,0.845,0.889,1.155,3.717,2.199,2.266,2.487,1.741,1.218,2.883,2.626,1.45,4.39,2.3,2.34,2.65,1.92,1.32,2.87,3.43,?,yes,no,12/01/01
3326,1169,2465,645,0,5088,1478,9077,1946,0,5101,1275,2200,652,0,4463,1380,2088,682,0,13522,3417,6004,1682,0,4731,1483,3709,1157,0,10016,4007,6063,2190,0,2400,1764,3845,3359,0,3743,762,2155,500,0,2167,1104,2308,822,0,0.881,0.889,0.939,0.953,0.928,0.917,0.922,0.93,0.891,0.986,0.413,2.337,2.063,2.231,1.136,1.358,1.609,0.601,1.18,0.5,2.47,2.19,2.33,1.27,1.55,1.3,1.8,?,yes,no,01/05/05/07@01/07@02/16
3592,1427,2193,747,0,7628,1234,1438,442,0,2558,1109,1082,555,0,3278,1452,1712,729,0,4166,1492,2195,854,0,3024,1639,2000,1199,0,2240,954,1262,606,0,5780,1123,7643,3043,0,2956,568,1172,404,0,4985,908,1266,432,0,0.929,0.932,0.947,0.916,0.932,0.773,0.867,0.922,0.95,1.385,5.531,2.507,1.766,1.917,1.484,1.687,2.952,4.62,1.49,6.41,2.74,1.85,1.99,1.72,1.96,1.01,3.1,?,yes,no,20/01/03/01@20/09/18
2002,1401,1301,762,0,3126,1463,1904,708,0,1670,1202,1794,636,0,2068,1466,1961,788,0,2790,1740,4299,1802,0,1466,1218,1281,986,0,1604,1201,1613,1078,0,3934,1606,5262,3496,0,1902,834,4117,1036,0,1591,1074,1908,807,0,0.557,0.845,0.815,0.859,0.826,0.447,0.721,0.898,0.905,0.58,1.233,0.334,0.428,0.319,0.539,0.516,0.295,0.379,1.11,1.39,0.4,0.51,0.42,0.84,0.75,1.31,0.34,?,?,no,01/03/16@10/01/05/01@10/01/05/03/01@10/03/01/02@10/03/01/03@10/03/02@32/01/09
1432,1220,895,698,0,1407,1119,630,428,0,1546,1284,975,778,0,1756,1404,981,758,0,1717,1433,1193,948,0,1454,1250,1158,809,0,1274,1114,928,789,0,4605,1356,5516,3231,0,499,411,410,321,0,924,805,500,387,0,0.113,0.564,0.413,0.771,0.391,0.464,0.108,0.312,0.542,0.132,0.775,0.542,1.102,0.388,0.281,0.112,0.332,0.654,1.07,1.42,1.32,1.57,1.15,0.58,1.15,1.42,0.98,?,?,no,01/03/16/01@11/04/01
2158,1149,1614,641,0,3185,1329,2397,516,0,2023,1181,1491,658,0,2409,1507,1875,915,0,3104,1575,4291,1033,0,1682,1332,1656,1047,0,2498,1369,3259,972,0,5621,1955,9419,4568,0,2011,619,2231,419,0,1804,1007,1708,495,0,0.838,0.924,0.91,0.936,0.908,0.698,0.945,0.966,0.97,0.883,0.937,0.922,0.859,0.444,0.373,0.483,0.759,0.617,1.03,0.98,1.01,0.93,0.46,0.57,0.49,0.75,0.76,?,?,no,11/04/03/05@14/10
