@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1                                      numeric
@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE g2                                      numeric
@ATTRIBUTE g2_bkg                                  numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g3                                      numeric
@ATTRIBUTE g3_bkg                                  numeric
@ATTRIBUTE r3                                      numeric
@ATTRIBUTE r3_bkg                                  numeric
@ATTRIBUTE f3                                      numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE g5                                      numeric
@ATTRIBUTE g5_bkg                                  numeric
@ATTRIBUTE r5                                      numeric
@ATTRIBUTE r5_bkg                                  numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6                                      numeric
@ATTRIBUTE r6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7                                      numeric
@ATTRIBUTE r7_bkg                                  numeric
@ATTRIBUTE f7                                      numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g2_ratio                                numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g5_ratio                                numeric
@ATTRIBUTE g6_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r1_ratio                                numeric
@ATTRIBUTE r2_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r4_ratio                                numeric
@ATTRIBUTE r5_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g1dashbkg                               numeric
@ATTRIBUTE g2dashbkg                               numeric
@ATTRIBUTE g3dashbkg                               numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g5dashbkg                               numeric
@ATTRIBUTE g6dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r3dashbkg                               numeric
@ATTRIBUTE r4dashbkg                               numeric
@ATTRIBUTE r5dashbkg                               numeric
@ATTRIBUTE r6dashbkg                               numeric
@ATTRIBUTE r7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/02,01/05/03/02/04,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/05,01/20/27,01/20/31,01/20/33,01/20/37,01/20/37/01,01/25,01/25/01,02,02/01,02/01/01,02/01/03,02/04,02/07,02/07/01,02/08,02/10,02/11,02/11/05,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/02,16,16/01,16/02,16/03,16/03/01,16/03/03,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/17,16/17/01,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/02,20/09/16,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/09,20/09/18/09/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/03,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/10,30/05/02,30/05/02/24,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/10,32/10/03,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/07,34/07/01,34/07/02,34/11,34/11/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,38,38/07,40,40/01,40/01/03,40/01/03/01,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/03,40/10/02/03/02,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,99

@DATA
3079,2043,2163,1061,0,3573,2426,2511,1403,0,2385,1433,2296,1073,0,1995,1131,1632,820,0,2370,1524,2084,1359,0,2843,2073,2447,1437,0,1856,873,1583,645,0,0.94,1.04,0.78,1.06,1.17,0.76,1.05,1.06,0.96,1.28,0.94,0.85,1.32,0.95,1036,1147,952,864,846,770,983,1102,1108,1223,812,725,1010,938,01/05@11/06/02
3970,2216,2671,1031,0,4828,2426,3829,1328,0,3428,1393,3080,976,0,2756,1141,2007,737,0,3919,1541,2982,1099,0,3652,2081,2570,1355,0,2341,892,1811,652,0,1.07,0.96,0.97,1.27,1.26,1.29,1.25,0.93,1.04,1.03,0.79,0.79,0.78,0.8,1754,2402,2035,1615,2378,1571,1449,1640,2501,2104,1270,1883,1215,1159,01/04@14/10@16/19/03@42/19
2817,1905,1549,967,0,3236,2277,2174,1230,0,1949,1250,1702,938,0,1690,1103,1275,750,0,2657,1654,2641,1620,0,3283,2222,3126,1645,0,1614,813,1781,647,0,1.57,1.02,0.91,1.12,0.98,0.72,0.71,0.64,0.98,1.1,0.89,1.02,1.39,1.41,912,959,699,587,1003,1061,801,582,944,764,525,1021,1481,1134,02/13/03@12@42/16
5972,2614,4031,1380,0,5902,2693,4383,1561,0,4245,1516,4859,1065,0,5474,1397,5036,866,0,3946,1707,3103,1087,0,6192,2577,4056,1527,0,5242,1098,2392,748,0,1.27,1.14,0.72,0.98,1.11,1.43,2.52,0.79,0.88,1.39,1.02,0.9,0.7,0.4,3358,3209,2729,4077,2239,3615,4144,2651,2822,3794,4170,2016,2529,1644,12/01/01
6179,2339,5246,1262,0,5084,2564,4283,1567,0,12154,2210,11913,1634,0,5385,1394,4994,954,0,3100,1455,2377,1066,0,5537,2610,4089,1923,0,3854,1132,2657,826,0,0.96,0.93,0.97,0.99,1.25,1.35,1.49,1.04,1.08,1.03,1.01,0.8,0.74,0.67,3840,2520,9944,3991,1645,2927,2722,3984,2716,10279,4040,1311,2166,1831,18/02/03@20/09/07/03@20/09/07/05
4983,1998,4191,1037,0,5117,2559,4782,1635,0,3751,1441,4887,1104,0,3390,1261,3070,879,0,2771,1330,2706,1009,0,3587,2170,2626,1520,0,3004,922,2542,767,0,0.95,0.81,0.61,0.97,0.85,1.28,1.17,1.05,1.23,1.64,1.03,1.18,0.78,0.85,2985,2558,2310,2129,1441,1417,2082,3154,3147,3783,2191,1697,1106,1775,01/05@14/07/02/01
4816,2175,4179,1239,0,4754,2406,3864,1439,0,4080,1437,3492,1152,0,3127,1150,2136,846,0,4061,1888,3076,1434,0,3335,2157,2530,1478,0,2944,912,2016,684,0,0.9,0.97,1.13,1.53,1.32,1.12,1.53,1.11,1.03,0.88,0.65,0.76,0.89,0.65,2641,2348,2643,1977,2173,1178,2032,2940,2425,2340,1290,1642,1052,1332,16/01@30/01/05/01/03@30/05@34/11/03/07
4163,1615,3323,802,0,4200,1783,3148,906,0,2010,1016,1861,681,0,2618,873,1687,574,0,7496,1292,5386,1268,0,7836,1984,4210,1190,0,2960,745,1876,567,0,1.01,1.08,0.84,1.57,1.51,1.94,1.69,0.99,0.93,1.19,0.64,0.66,0.52,0.59,2548,2417,994,1745,6204,5852,2215,2521,2242,1180,1113,4118,3020,1309,01/01/09/04@01/01/09/05@01/01/09/06
24788,1964,25090,1095,0,29738,2312,29824,1348,0,16896,1275,14045,879,0,22119,1153,14943,803,0,19832,1661,14965,1361,0,26268,2094,9686,1343,0,25509,892,4636,611,0,0.95,0.96,1.19,1.48,1.34,2.9,6.12,1.05,1.04,0.84,0.68,0.75,0.34,0.16,22824,27426,15621,20966,18171,24174,24617,23995,28476,13166,14140,13604,8343,4025,11/04/01@12/01/01
3043,1893,1880,943,0,3674,2192,2522,1140,0,1864,1274,1469,829,0,1934,997,1397,651,0,3137,1817,2544,1448,0,3216,2042,2858,1362,0,1851,807,1699,639,0,1.23,1.07,0.92,1.26,1.2,0.78,0.98,0.81,0.93,1.09,0.79,0.83,1.28,1.02,1150,1482,590,937,1320,1174,1044,937,1382,640,746,1096,1496,1060,01/07@01/20/19/01@16/21/01@32/07/07/05@34/01/01/01
3459,2373,2187,1279,0,3136,2577,1878,1457,0,3885,2357,3787,2068,0,2139,1454,1687,959,0,2295,1594,1509,955,0,3227,2609,3093,1834,0,1787,1186,1632,844,0,1.2,1.33,0.89,0.94,1.27,0.49,0.76,0.83,0.75,1.12,1.06,0.79,2.04,1.32,1086,559,1528,685,701,618,601,908,421,1719,728,554,1259,788,10/01/09/05@11/02/03/04@16/03/01@34/11/03/07
10627,2107,9583,1216,0,10050,2390,12814,1518,0,6638,1418,6440,1078,0,7075,1558,5638,1297,0,7000,1281,5791,1153,0,8855,2137,7839,1692,0,6813,1018,6700,881,0,1.02,0.68,0.97,1.27,1.23,1.09,1,0.98,1.47,1.03,0.79,0.81,0.92,1,8520,7660,5220,5517,5719,6718,5795,8367,11296,5362,4341,4638,6147,5819,01/06
5202,1871,3844,1033,0,6691,2326,5357,1256,0,3436,1309,2721,850,0,3360,1087,2470,705,0,3795,1399,3015,1207,0,6637,2091,4394,1343,0,3348,868,2407,638,0,1.18,1.06,1.14,1.29,1.33,1.49,1.4,0.85,0.94,0.88,0.78,0.75,0.67,0.71,3331,4365,2127,2273,2396,4546,2480,2811,4101,1871,1765,1808,3051,1769,14/13
3030,2118,2005,1068,0,3070,2289,2059,1396,0,2576,1654,2226,1266,0,1775,1124,1400,784,0,2129,1432,1603,1015,0,2671,2172,2117,1588,0,5777,935,7432,715,0,0.97,1.18,0.96,1.06,1.19,0.94,0.72,1.03,0.85,1.04,0.94,0.84,1.06,1.39,912,781,922,651,697,499,4842,937,663,960,616,588,529,6717,16/01@16/07@30/01/05/05/01@42/04/03@43/01/03/05
5599,2300,4112,1220,0,4804,2569,3280,1502,0,5451,2041,5713,1581,0,4613,1748,3559,1336,0,3428,1621,2470,971,0,4432,2536,3534,1802,0,3286,1126,2156,818,0,1.14,1.26,0.83,1.29,1.21,1.09,1.61,0.88,0.79,1.2,0.78,0.83,0.92,0.62,3299,2235,3410,2865,1807,1896,2160,2892,1778,4132,2223,1499,1732,1338,10/01/03/05@10/01/05/01@16/19/03@40/20
5849,1791,4666,978,0,4812,2063,3649,1158,0,3013,1145,2476,839,0,3062,1000,2047,709,0,4957,1384,3858,1256,0,5812,2164,4255,1587,0,3654,929,4011,758,0,1.1,1.1,1.14,1.54,1.37,1.37,0.84,0.91,0.91,0.88,0.65,0.73,0.73,1.19,4058,2749,1868,2062,3573,3648,2725,3688,2491,1637,1338,2602,2668,3253,01/04@01/06/02/01@11/02/03/04@30/01/09/11@32/01@42/25
2860,1837,1846,913,0,2916,2190,1991,1274,0,3120,1480,3340,1199,0,1813,1008,1457,688,0,2584,1400,2059,1264,0,3423,2279,3317,2010,0,1486,770,1969,629,0,1.1,1.01,0.77,1.05,1.49,0.88,0.53,0.91,0.99,1.3,0.95,0.67,1.14,1.89,1023,726,1640,805,1184,1144,716,933,717,2141,769,795,1307,1340,20/01/03/01
4327,2090,3280,1037,0,4018,2722,3024,1664,0,4986,2021,5520,1610,0,3598,1629,3395,1154,0,2512,1544,1835,999,0,4118,2690,3891,1940,0,2883,1176,3415,904,0,1,0.95,0.76,0.88,1.16,0.73,0.68,1,1.05,1.32,1.14,0.86,1.37,1.47,2237,1296,2965,1969,968,1428,1707,2243,1360,3910,2241,836,1951,2511,11/02/03/01@11/02/03/04@16/03/01@32/01
3832,2301,2407,1083,0,3695,2227,2701,1111,0,2793,1222,2429,822,0,2583,1069,1884,657,0,3647,1574,2556,1096,0,3177,1993,2438,1170,0,2044,839,1395,550,0,1.16,0.92,0.98,1.23,1.42,0.93,1.43,0.86,1.09,1.02,0.81,0.7,1.08,0.7,1531,1468,1571,1514,2073,1184,1205,1324,1590,1607,1227,1460,1268,845,10/01/05/01@11/02/03/01/01@11/02/03/04
3614,1802,2468,956,0,3369,2058,2346,1135,0,1741,837,1508,682,0,2016,1081,1563,773,0,3015,1230,3120,1198,0,4163,2114,4089,1508,0,1801,870,1730,695,0,1.2,1.08,1.09,1.18,0.93,0.79,0.9,0.83,0.93,0.92,0.85,1.08,1.27,1.11,1812,1311,904,935,1785,2049,931,1512,1211,826,790,1922,2581,1035,12/01/01@42/16
21503,2598,23111,1360,0,16575,3388,16651,2558,0,21271,2191,25783,1817,0,25816,1940,20649,1485,0,13300,1815,9255,1021,0,19859,2522,7507,1945,0,21169,1394,4455,872,0,0.87,0.94,0.8,1.25,1.39,3.12,5.52,1.15,1.06,1.25,0.8,0.72,0.32,0.18,18905,13187,19080,23876,11485,17337,19775,21751,14093,23966,19164,8234,5562,3583,12/01/01
4523,2483,2953,1171,0,4272,2517,2999,1457,0,2737,1615,2177,1194,0,2838,1370,2028,866,0,3651,2072,2598,1245,0,3828,2402,2547,1450,0,2263,1364,1428,910,0,1.14,1.14,1.14,1.26,1.17,1.3,1.74,0.88,0.88,0.88,0.79,0.85,0.77,0.57,2040,1755,1122,1468,1579,1426,899,1782,1542,983,1162,1353,1097,518,10/03/01/01/03@10/03/04/01@11/02/03/01@11/02/03/04@18/02/09
3483,2127,2474,1149,0,3591,2445,2751,1525,0,3357,1585,3662,1272,0,2673,1196,2036,801,0,1958,1196,1586,1012,0,2913,2204,2611,1662,0,2142,873,1849,662,0,1.02,0.93,0.74,1.2,1.33,0.75,1.07,0.98,1.08,1.35,0.83,0.75,1.33,0.93,1356,1146,1772,1477,762,709,1269,1325,1226,2390,1235,574,949,1187,10/01/03/03@10/01/09/05@11/02/03/04@34/11/03/07
9648,1771,9813,974,0,9348,2138,8425,1228,0,6648,1249,6109,943,0,7405,1037,4856,726,0,10058,1603,6179,1496,0,14085,2130,4856,1598,0,5765,794,1843,564,0,0.89,1,1.05,1.54,1.81,3.67,3.89,1.12,1,0.95,0.65,0.55,0.27,0.26,7877,7210,5399,6368,8455,11955,4971,8839,7197,5166,4130,4683,3258,1279,01/01/09/06/01@01/01/09/07/01@01/03/01/03@01/03/04/03@01/04@02/07@43/01/03/05
5019,2451,3756,1267,0,7299,3259,7520,2774,0,5971,2137,6948,1680,0,4455,1514,3500,1138,0,2912,1637,2187,999,0,4177,2551,4104,2032,0,3295,1159,3725,876,0,1.03,0.85,0.73,1.25,1.07,0.78,0.75,0.97,1.18,1.37,0.8,0.93,1.28,1.33,2568,4040,3834,2941,1275,1626,2136,2489,4746,5268,2362,1188,2072,2849,11/02/03/01@11/02/03/04@18/02/09
13816,1911,12888,946,0,14306,2185,12917,1279,0,7879,1237,8752,925,0,10165,1123,10390,809,0,10902,1785,10999,1600,0,14309,2119,15033,1614,0,7863,871,5134,656,0,1,1.04,0.85,0.94,0.97,0.91,1.56,1,0.96,1.18,1.06,1.03,1.1,0.64,11905,12121,6642,9042,9117,12190,6992,11942,11638,7827,9581,9399,13419,4478,10/01/09/05@11/02/03/04@16/03/01
4686,2404,3963,1261,0,4331,2612,3483,1563,0,24014,3172,31023,3358,1,4426,1617,3670,1130,0,2441,1491,1939,1063,0,3952,2400,3408,1790,0,3527,1094,2023,838,0,0.84,0.9,0.75,1.11,1.08,0.96,2.05,1.19,1.11,1.33,0.9,0.93,1.04,0.49,2282,1719,20842,2809,950,1552,2433,2702,1920,27665,2540,876,1618,1185,01/05/03@01/05/25@02/19@42/01
4794,1819,4322,921,0,4185,2155,3937,1255,0,3460,1267,3780,971,0,3173,963,2861,700,0,4808,1499,4887,1484,0,5835,2164,5236,1672,0,2438,743,3001,616,0,0.87,0.76,0.78,1.02,0.97,1.03,0.71,1.15,1.32,1.28,0.98,1.03,0.97,1.41,2975,2030,2193,2210,3309,3671,1695,3401,2682,2809,2161,3403,3564,2385,20/01/01/01@20/03/01/01@20/09/16@34/01/01/01
12229,2704,11195,1260,0,6402,2339,5278,1278,0,8664,1412,10094,1100,0,12213,1918,14926,1740,0,9117,1746,9776,985,0,8687,2264,7432,1595,0,5514,1192,4617,790,0,0.96,1.02,0.81,0.78,0.84,1.1,1.13,1.04,0.98,1.23,1.28,1.19,0.91,0.88,9525,4063,7252,10295,7371,6423,4322,9935,4000,8994,13186,8791,5837,3827,01/05/02/07@02/10@16/19/03
4626,1847,3959,972,0,4667,2280,4205,1321,0,3169,1281,3482,971,0,3044,1135,2581,777,0,3261,1254,2769,1083,0,4030,2245,3058,1646,0,2766,812,1926,622,0,0.93,0.83,0.75,1.06,1.19,1.26,1.5,1.08,1.2,1.33,0.94,0.84,0.79,0.67,2779,2387,1888,1909,2007,1785,1954,2987,2884,2511,1804,1686,1412,1304,10/01/03/05@10/01/05/01@10/03/01@16/19
22754,2650,22141,1275,0,15262,2464,15509,1457,0,15999,1445,23036,1099,0,15484,1477,16809,1044,0,19733,2159,21365,1262,0,14706,2267,18564,1356,0,15218,4816,17799,7545,3,0.96,0.91,0.66,0.89,0.87,0.72,1.01,1.04,1.1,1.52,1.12,1.15,1.39,0.99,20104,12798,14554,14007,17574,12439,10402,20866,14052,21937,15765,20103,17208,10254,32/01/01@32/07/07
3963,2443,2426,1172,0,4143,2685,3686,1741,0,3711,2015,3284,1534,0,3916,1654,3285,1267,0,3058,1753,2025,1005,0,4186,2605,4183,2197,0,2872,1172,2555,874,0,1.21,0.75,0.97,1.12,1.28,0.8,1.01,0.83,1.33,1.03,0.89,0.78,1.25,0.99,1520,1458,1696,2262,1305,1581,1700,1254,1945,1750,2018,1020,1986,1681,10/01/05/01@32/01/09@32/05/01/03
7592,2752,6574,1552,0,7782,3016,7259,2163,0,7071,1925,8073,1585,0,10570,1865,9585,1466,0,7115,1791,5413,1124,0,6610,2493,4548,1768,0,5728,1132,3234,815,0,0.96,0.94,0.79,1.07,1.24,1.48,1.9,1.04,1.06,1.27,0.93,0.81,0.68,0.53,4840,4766,5146,8705,5324,4117,4596,5022,5096,6488,8119,4289,2780,2419,40/01/03@42/25
4450,2140,3421,1268,0,5357,2620,4229,1701,0,3021,1416,2680,1046,0,2933,1224,2382,836,0,3178,1432,2834,1209,0,3977,2438,3591,1652,0,2824,929,3481,716,0,1.07,1.08,0.98,1.11,1.07,0.79,0.69,0.93,0.93,1.02,0.9,0.93,1.27,1.45,2310,2737,1605,1709,1746,1539,1895,2153,2528,1634,1546,1625,1939,2765,01/04@10/03/01/01/03@14/07/03@30/01/05/01@43/01/03/05
3451,1603,2230,813,0,3332,1764,2246,930,0,1949,1043,1521,712,0,1994,897,1448,634,0,4563,1489,4371,1435,0,5878,1966,6574,1402,0,1646,722,1601,569,0,1.3,1.19,1.12,1.35,1.05,0.76,0.9,0.77,0.84,0.89,0.74,0.95,1.32,1.11,1848,1568,906,1097,3074,3912,924,1417,1316,809,814,2936,5172,1032,10/01/05/01@16/03/01@32/01/09
8446,1984,9409,1085,0,7725,2350,10907,1377,0,7550,1487,14708,1122,0,5841,1203,7444,797,0,4496,1508,6561,1174,0,4436,2089,3163,1486,0,5840,831,2993,638,0,0.78,0.56,0.45,0.7,0.55,1.4,2.13,1.28,1.79,2.22,1.43,1.82,0.71,0.47,6462,5375,6063,4638,2988,2347,5009,8324,9530,13586,6647,5387,1677,2355,01/03/01/03
5539,2476,3841,1198,0,5638,2366,4701,1370,0,3424,1554,3322,1113,0,3756,1329,3062,882,0,4233,1625,3325,1034,0,4752,2295,3246,1436,0,4968,1587,6039,1240,3,1.16,0.98,0.85,1.11,1.14,1.36,0.7,0.86,1.02,1.18,0.9,0.88,0.74,1.43,3063,3272,1870,2427,2608,2457,3381,2643,3331,2209,2180,2291,1810,4799,10/03/01@42/29@43/01/03/05
4623,2228,3969,1177,0,4518,2574,4116,1641,0,5210,1777,5444,1322,0,2912,1220,2453,863,0,2516,1357,2068,1166,0,3592,2234,3361,1760,0,3246,945,3390,661,0,0.86,0.79,0.83,1.06,1.28,0.85,0.84,1.16,1.27,1.2,0.94,0.78,1.18,1.19,2395,1944,3433,1692,1159,1358,2301,2792,2475,4122,1590,902,1601,2729,10/03/03@16/01@20/09/07/27@20/09/16/09/03@40/01@42/04@43/01/03/05
4216,1907,3892,1037,0,3736,2221,3160,1288,0,3646,1306,4016,920,0,2800,1111,2302,759,0,3137,1475,2596,1433,0,3381,2162,3611,1576,0,2615,767,2609,580,0,0.81,0.81,0.76,1.09,1.43,0.6,0.91,1.23,1.23,1.32,0.92,0.7,1.67,1.1,2309,1515,2340,1689,1662,1219,1848,2855,1872,3096,1543,1163,2035,2029,14/13
3071,1425,2507,851,0,5955,2232,4761,1251,0,3138,1145,3352,783,0,4622,1011,5455,662,0,4510,1364,4133,1160,0,4439,2133,3608,1266,0,2737,757,1882,556,0,0.99,1.06,0.78,0.75,1.06,0.98,1.49,1.01,0.94,1.28,1.33,0.94,1.02,0.67,1646,3723,1993,3611,3146,2306,1980,1656,3510,2569,4793,2973,2342,1326,01/03/04@01/07/01@01/07/03@10/01/09/05
6525,2049,5389,1039,0,7120,2345,7620,1211,0,5323,1618,5087,1264,0,3888,1068,3313,738,0,4710,1552,3487,1140,0,6439,2304,5595,1964,0,4032,847,3785,665,0,1.03,0.75,0.97,1.1,1.35,1.14,1.02,0.97,1.33,1.03,0.91,0.74,0.88,0.98,4476,4775,3705,2820,3158,4135,3185,4350,6409,3823,2575,2347,3631,3120,30/01/05/05@30/05/02/24@34/11/12@40/01@43/01/03/05
2416,1809,1364,953,0,4492,2557,4715,2001,0,1568,1213,1215,889,0,1464,1064,1067,796,0,2206,1337,1752,1159,0,2886,2144,2915,1860,0,1141,760,1110,615,0,1.48,0.71,1.09,1.48,1.47,0.7,0.77,0.68,1.41,0.92,0.68,0.68,1.43,1.3,607,1935,355,400,869,742,381,411,2714,326,271,593,1055,495,10/03/02
2933,1709,1968,852,0,3044,2076,2238,1167,0,1914,1359,1570,954,0,1983,1112,1726,783,0,3124,1718,4019,1733,0,3218,2144,2941,1598,0,1362,855,1623,671,0,1.1,0.9,0.9,0.92,0.62,0.8,0.53,0.91,1.11,1.11,1.09,1.61,1.25,1.89,1224,968,555,871,1406,1074,507,1116,1071,616,943,2286,1343,952,20/01/09@20/03
