@relation R_data_frame

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute unlabelledlabels string

@data
0.13891,0.124421,0.30958,0.885563,0.170944,0.397286,0.460671,0.530522,0.715171,0.625512,0.620701,0.490488,0.652535,0.442779,0.602579,0.634037,0.441537,0.441132,0.43251,0.690611,0.562748,0.44418,0.615086,0.539701,0.600971,0.517873,0.54576,0.521504,0.57477,0.488332,0.362959,0.575175,0.518549,0.52957,0.557211,0.681788,0.58845,0.571939,0.635648,0.503159,0.556693,0.488496,0.653127,0.580581,0.583897,0.44826,0.594423,0.507932,0.499916,0.34409,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0007165@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774
0.191976,0.261407,0.445632,0.893516,0.168136,0.43061,0.472379,0.512253,0.766054,0.756,0.595864,0.44721,0.657983,0.43417,0.538003,0.665956,0.465449,0.478507,0.532006,0.654108,0.585694,0.426893,0.614105,0.596605,0.587845,0.542282,0.53515,0.525964,0.613245,0.454023,0.359887,0.563401,0.503204,0.542348,0.502946,0.646365,0.571549,0.558691,0.629253,0.516317,0.570988,0.459724,0.601955,0.57784,0.559805,0.433882,0.577269,0.49874,0.481062,0.353362,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774
0.118575,0.192004,0.615455,0.90762,0.509634,0.458929,0.466234,0.486498,0.66701,0.469537,0.606737,0.419726,0.655329,0.426628,0.548024,0.667196,0.45007,0.478697,0.523962,0.632015,0.591567,0.424011,0.617061,0.573346,0.570781,0.537762,0.546368,0.514942,0.616527,0.524051,0.376816,0.524292,0.474819,0.532554,0.507846,0.650052,0.537679,0.564315,0.616203,0.517511,0.568547,0.465177,0.606949,0.555101,0.562743,0.445241,0.582222,0.497922,0.485792,0.35335,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0016310@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.540078,0.881986,0.635666,0.986152,0.507163,0.377821,0.74381,0.423994,0.764069,0.378911,0.594462,0.454156,0.656434,0.440331,0.514644,0.62492,0.443221,0.384014,0.248583,0.65352,0.600096,0.452181,0.614268,0.602686,0.582955,0.551132,0.519829,0.530752,0.62666,0.477408,0.40926,0.485757,0.364457,0.518154,0.540934,0.64572,0.552678,0.543605,0.616993,0.547882,0.565997,0.461452,0.590759,0.591,0.555373,0.311122,0.543626,0.524625,0.449662,0.435609,GO1903047@GO0022402@GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0035556@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016071@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0016567@GO0032446@GO0070647@GO0006996@GO0016043@GO0071840@GO0006397@GO0006396@GO0006259@GO0006281@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048731@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0006366@GO0071702@GO0071705@GO0046907@GO0051641@GO0051649@GO0006412@GO0043043@GO0006518@GO0043604@GO1901566@GO0043603@GO1901564@GO0006508@GO0006886@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0006811@GO0051336@GO0051345@GO0000280@GO0048285@GO0022414@GO0022610@GO0007155@GO0048609@GO0007399@GO0051704@GO0042127@GO0008285@GO0016032@GO0044403@GO0044764@GO0044419@GO0010628@GO0055085@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.555113,0.130315,0.38734,0.353858,0.679635,0.945414,0.896183,0.781539,0.721874,0.509915,0.67092,0.050682,0.381412,0.966719,0.673253,0.510936,0.278754,0.333402,0.67965,0.452059,0.42501,0.420439,0.544429,0.595288,0.666762,0.406914,0.405491,0.629678,0.680636,0.613316,0.408243,0.549375,0.410879,0.565118,0.530708,0.623818,0.803196,0.565806,0.665706,0.66082,0.622691,0.635958,0.812951,0.551469,0.564986,0.493307,0.570795,0.45784,0.585966,0.346725,GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0035556@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0016567@GO0032446@GO0070647@GO0016043@GO0071840@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048731@GO0048856@GO0032502@GO0032501@GO0048513@GO0007166@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0006366@GO0071702@GO0071705@GO0046907@GO0051641@GO0051649@GO0006508@GO0006886@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0006811@GO0043065@GO0042981@GO0043068@GO0043067@GO0010941@GO0010942@GO0051336@GO0051345@GO0022610@GO0007155@GO0007186@GO0007154@GO0023052@GO0007399@GO0051704@GO0042127@GO0008284@GO0008285@GO0016032@GO0044403@GO0044764@GO0044419@GO0010628@GO0055085@GO0043066@GO0043069@GO0060548@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.085817,0.205695,0.58951,0.97441,0.517773,0.446443,0.446973,0.51971,0.66694,0.464724,0.612596,0.414927,0.654757,0.442971,0.530955,0.661535,0.464587,0.470615,0.54181,0.656467,0.588064,0.429031,0.618286,0.608791,0.586672,0.53954,0.536831,0.52287,0.61756,0.526681,0.388933,0.530534,0.459214,0.525763,0.538262,0.647869,0.546294,0.561123,0.625268,0.516844,0.577832,0.467904,0.627815,0.550729,0.561596,0.503211,0.584284,0.513354,0.473162,0.351094,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.1188,0.179917,0.538328,0.921008,0.472943,0.400062,0.534798,0.522003,0.693229,0.420647,0.621405,0.44303,0.67658,0.432535,0.553699,0.653768,0.489675,0.498764,0.517362,0.663952,0.570955,0.429007,0.636445,0.604443,0.589436,0.514126,0.548613,0.501908,0.627536,0.847279,0.447316,0.397266,0.637144,0.483291,0.474021,0.716293,0.527542,0.508211,0.598613,0.536233,0.55284,0.495704,0.651517,0.560046,0.558124,0.464119,0.590848,0.524997,0.490205,0.353883,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.540462,0.881082,0.635667,0.98482,0.50765,0.40045,0.747327,0.441819,0.786131,0.371546,0.598249,0.43808,0.637763,0.472945,0.529574,0.609182,0.443729,0.381506,0.26392,0.656031,0.578638,0.451695,0.634579,0.602053,0.588518,0.545476,0.517209,0.533491,0.625099,0.473419,0.412827,0.484482,0.363065,0.520805,0.541482,0.65262,0.548462,0.536766,0.616059,0.543348,0.558334,0.456694,0.590592,0.591668,0.547832,0.306196,0.543657,0.533907,0.442032,0.43355,GO1903047@GO0022402@GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0035556@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016071@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0016567@GO0032446@GO0070647@GO0006996@GO0016043@GO0071840@GO0006397@GO0006396@GO0006259@GO0006281@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048731@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0006366@GO0071702@GO0071705@GO0046907@GO0051641@GO0051649@GO0006412@GO0043043@GO0006518@GO0043604@GO1901566@GO0043603@GO1901564@GO0006508@GO0006886@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0006811@GO0051336@GO0051345@GO0000280@GO0048285@GO0022414@GO0022610@GO0007155@GO0048609@GO0007399@GO0051704@GO0016032@GO0044403@GO0044764@GO0044419@GO0010628@GO0055085@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.454612,0.679517,0.529461,0.936887,0.63744,0.419594,0.185922,0.728831,0.551307,0.559828,0.657012,0.383169,0.693466,0.419739,0.519284,0.579696,0.451269,0.397464,0.273452,0.681317,0.511382,0.446711,0.585416,0.613559,0.663622,0.544445,0.366014,0.558139,0.510041,0.543525,0.428132,0.427095,0.721292,0.549418,0.331003,0.534787,0.430801,0.620448,0.637717,0.649502,0.633024,0.319813,0.552744,0.635234,0.568724,0.657472,0.405026,0.637204,0.584661,0.332126,GO1903047@GO0022402@GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0035556@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016071@GO0016070@GO0044265@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0044248@GO0009056@GO1901575@GO0009057@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0016567@GO0032446@GO0070647@GO0006996@GO0016043@GO0071840@GO0000377@GO0000398@GO0006397@GO0000375@GO0008380@GO0006396@GO0006259@GO0051276@GO0006310@GO0006281@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048731@GO0048856@GO0032502@GO0032501@GO0007166@GO0006810@GO0051234@GO0051179@GO0006260@GO0006351@GO0097659@GO0032774@GO0016072@GO0006364@GO0034470@GO0034660@GO0006366@GO0071702@GO0071705@GO0046907@GO0051641@GO0051649@GO0006412@GO0043043@GO0006518@GO0043604@GO1901566@GO0043603@GO1901564@GO0006508@GO0019941@GO0006511@GO0043632@GO0051603@GO0006886@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0006811@GO0043065@GO0042981@GO0043068@GO0043067@GO0010941@GO0010942@GO0051336@GO0051345@GO0051726@GO0007062@GO0000280@GO0048285@GO0022414@GO0022610@GO0007155@GO0048609@GO0007399@GO0051704@GO0042127@GO0008284@GO0008285@GO0016032@GO0044403@GO0044764@GO0044419@GO0010628@GO0043161@GO0010498@GO0030163@GO0032259@GO0043066@GO0043069@GO0060548@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.098918,0.201293,0.591654,0.956734,0.520665,0.431286,0.498304,0.500222,0.694171,0.43849,0.606981,0.443423,0.659866,0.446394,0.544368,0.657448,0.474954,0.478162,0.53847,0.659639,0.588759,0.423017,0.618539,0.596338,0.602269,0.51323,0.52849,0.510327,0.614063,0.538475,0.379407,0.551752,0.5692,0.54214,0.509208,0.666401,0.552649,0.555606,0.639567,0.520631,0.584582,0.48512,0.606142,0.559834,0.556381,0.455954,0.567201,0.489109,0.450567,0.34038,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.194119,0.148215,0.365019,0.877475,0.65453,0.406595,0.401172,0.528068,0.698489,0.308692,0.556633,0.61072,0.397078,0.261482,0.853638,0.591383,0.347593,0.434306,0.520207,0.886658,0.615816,0.635743,0.444107,0.53004,0.760171,0.510374,0.507674,0.644538,0.624109,0.483568,0.396934,0.602267,0.53763,0.60373,0.710177,0.943296,0.658303,0.539101,0.529835,0.538673,0.516237,0.393353,0.615801,0.567778,0.539463,0.377246,0.669996,0.406783,0.470672,0.37797,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774
0.134217,0.113015,0.370869,0.851449,0.116076,0.411543,0.487549,0.506107,0.729782,0.794489,0.594228,0.440199,0.66583,0.422027,0.510527,0.671961,0.448685,0.43436,0.418076,0.650699,0.608766,0.443308,0.582689,0.592507,0.577803,0.543336,0.527592,0.532159,0.61987,0.448912,0.36306,0.573036,0.507076,0.534382,0.520107,0.643509,0.57977,0.566476,0.625727,0.522387,0.564674,0.472626,0.601278,0.571814,0.565056,0.418733,0.566283,0.48868,0.490257,0.348002,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0007165@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0006811@GO0007186
0.161879,0.155029,0.350994,0.840962,0.009357,0.448788,0.440958,0.481634,0.714379,0.488159,0.612592,0.436922,0.661751,0.441375,0.517011,0.659351,0.46567,0.439402,0.426069,0.670342,0.576996,0.435692,0.622475,0.592745,0.592941,0.544212,0.533303,0.531645,0.611884,0.426261,0.359195,0.570092,0.490291,0.546793,0.503217,0.642743,0.572013,0.557253,0.632992,0.514017,0.560635,0.462714,0.615384,0.655835,0.581278,0.404068,0.582589,0.491945,0.488479,0.355465,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0007165@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0006811@GO0007186
0.128465,0.228912,0.638108,0.918554,0.493673,0.454996,0.452342,0.47226,0.690132,0.463392,0.607354,0.424581,0.657589,0.436656,0.539529,0.661081,0.471005,0.478314,0.553765,0.655477,0.58513,0.42234,0.615059,0.597711,0.594692,0.535967,0.52993,0.519691,0.616258,0.520277,0.381233,0.523486,0.493233,0.532462,0.509139,0.653197,0.565799,0.547353,0.622858,0.522981,0.566015,0.465935,0.61015,0.559721,0.560148,0.439834,0.577216,0.501698,0.484181,0.352396,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0016310@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.436179,0.636845,0.53765,0.91702,0.642204,0.448066,0.060631,0.773448,0.47084,0.595605,0.698417,0.32677,0.59567,0.410773,0.450341,0.607552,0.53966,0.444657,0.342791,0.710054,0.573984,0.433506,0.606902,0.579907,0.571027,0.533421,0.516851,0.531718,0.617733,0.543603,0.303803,0.533613,0.749655,0.605683,0.560688,0.633226,0.557656,0.527169,0.594886,0.57295,0.617513,0.467791,0.611918,0.638774,0.513122,0.253294,0.526977,0.558135,0.377082,0.425246,GO1903047@GO0022402@GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0035556@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016071@GO0016070@GO0044265@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0044248@GO0009056@GO1901575@GO0009057@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0016567@GO0032446@GO0070647@GO0006996@GO0016043@GO0071840@GO0000377@GO0000398@GO0006397@GO0000375@GO0008380@GO0006396@GO0006259@GO0051276@GO0006310@GO0006281@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048731@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006260@GO0006351@GO0097659@GO0032774@GO0006366@GO0071702@GO0071705@GO0046907@GO0051641@GO0051649@GO0006412@GO0043043@GO0006518@GO0043604@GO1901566@GO0043603@GO1901564@GO0006508@GO0019941@GO0006511@GO0043632@GO0051603@GO0006886@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0006811@GO0042981@GO0043067@GO0010941@GO0051336@GO0051345@GO0006952@GO0007062@GO0000280@GO0048285@GO0022414@GO0022610@GO0007155@GO0048609@GO0007399@GO0051704@GO0042127@GO0008284@GO0008285@GO0016032@GO0044403@GO0044764@GO0044419@GO0010628@GO0043161@GO0010498@GO0030163@GO0032259@GO0043066@GO0043069@GO0060548@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.114466,0.204295,0.638094,0.914082,0.485727,0.454211,0.478539,0.453349,0.709632,0.449592,0.601435,0.429705,0.658931,0.43641,0.541224,0.657743,0.468454,0.471771,0.532552,0.655723,0.588066,0.423206,0.615849,0.599913,0.59343,0.536338,0.529202,0.518995,0.616483,0.530738,0.372634,0.533643,0.564447,0.542181,0.483331,0.661017,0.566921,0.542612,0.623412,0.526974,0.564338,0.463671,0.608987,0.562202,0.560503,0.416228,0.577841,0.500971,0.487923,0.35022,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
