@relation R_data_frame

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute labelledlabels string

@data
0.096256,0.108508,0.521429,0.900014,0.5807,0.387461,0.455632,0.474946,0.626449,0.501669,0.656728,0.39197,0.675939,0.428771,0.540093,0.694627,0.443722,0.419903,0.483593,0.650796,0.553893,0.425619,0.598397,0.63506,0.609096,0.529878,0.548594,0.511868,0.637314,0.488752,0.371951,0.502837,0.468002,0.513988,0.541833,0.640989,0.526931,0.574863,0.618059,0.515414,0.599698,0.485676,0.672936,0.562261,0.550314,0.477884,0.572739,0.462268,0.544162,0.348247,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.12034,0.204667,0.630004,0.909464,0.500011,0.460973,0.435643,0.493231,0.685081,0.463944,0.603735,0.42436,0.653541,0.446277,0.535281,0.657718,0.461913,0.467549,0.546483,0.63995,0.587843,0.431681,0.624846,0.607586,0.585895,0.534087,0.538318,0.524381,0.616605,0.52054,0.387306,0.526693,0.449887,0.52625,0.52573,0.648394,0.559402,0.555677,0.626033,0.523935,0.563626,0.466087,0.617167,0.559472,0.556679,0.446734,0.580115,0.509828,0.483175,0.355285,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0016310@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.130679,0.133818,0.447908,0.862047,0.322224,0.474521,0.391295,0.513886,0.624176,0.105586,0.562731,0.394291,0.654855,0.439634,0.571842,0.642646,0.454654,0.446826,0.460765,0.709821,0.582756,0.462431,0.615201,0.590107,0.610124,0.521841,0.552015,0.534153,0.615055,0.511277,0.370027,0.529226,0.416169,0.512096,0.536156,0.636952,0.514656,0.552364,0.630968,0.503554,0.567174,0.473624,0.662157,0.672428,0.577903,0.413435,0.582499,0.518206,0.429798,0.367831,GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090
0.158806,0.11225,0.460422,0.85263,0.580413,0.46644,0.436783,0.487128,0.709225,0.384684,0.560766,0.548393,0.62443,0.442608,0.54086,0.516487,0.656754,0.382084,0.598829,0.54494,0.332668,0.626298,0.383037,0.569225,0.55381,0.983615,0.417985,0.391033,0.829907,0.692956,0.432591,0.769641,0.416667,0.514654,0.510813,0.671184,0.601541,0.487113,0.749479,0.5025,0.564984,0.387359,0.626381,0.587174,0.48537,0.347641,0.562697,0.4143,0.447705,0.353523,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0006811
0.572399,0.93257,0.680184,0.961596,0.511024,0.425685,0.459788,0.643575,0.62782,0.493215,0.658403,0.400288,0.638183,0.438853,0.490708,0.62938,0.475071,0.372143,0.256396,0.672837,0.586124,0.457637,0.631403,0.597824,0.58929,0.535632,0.546204,0.521989,0.620497,0.532733,0.372945,0.515368,0.566843,0.534269,0.512505,0.656692,0.553816,0.564028,0.642411,0.524336,0.558751,0.478285,0.632916,0.555677,0.563854,0.405833,0.610663,0.448881,0.61924,0.275617,GO1903047@GO0022402@GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0035556@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016071@GO0016070@GO0044265@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0044248@GO0009056@GO1901575@GO0009057@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0016567@GO0032446@GO0070647@GO0006996@GO0016043@GO0071840@GO0000377@GO0000398@GO0006397@GO0000375@GO0008380@GO0006396@GO0006259@GO0051276@GO0006310@GO0006281@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048731@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006260@GO0006351@GO0097659@GO0032774@GO0006366@GO0071702@GO0071705@GO0046907@GO0051641@GO0051649@GO0006412@GO0043043@GO0006518@GO0043604@GO1901566@GO0043603@GO1901564@GO0006508@GO0019941@GO0006511@GO0043632@GO0051603@GO0006886@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0006811@GO0043065@GO0042981@GO0043068@GO0043067@GO0010941@GO0010942@GO0051336@GO0051345@GO0051726@GO0007062@GO0000280@GO0048285@GO0022414@GO0022610@GO0007155@GO0007186@GO0048609@GO0007399@GO0051704@GO0042127@GO0008284@GO0008285@GO0016032@GO0044403@GO0044764@GO0044419@GO0010628@GO0043161@GO0010498@GO0030163@GO0032259@GO0055085@GO0043066@GO0043069@GO0060548@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.152135,0.207307,0.511386,0.927444,0.604512,0.469879,0.448918,0.447217,0.685924,0.468773,0.663716,0.488053,0.674381,0.456953,0.535446,0.631049,0.427638,0.404758,0.588001,0.677673,0.605372,0.382561,0.625955,0.536423,0.643183,0.56574,0.559991,0.461467,0.62586,0.466262,0.330447,0.492484,0.575068,0.514486,0.571624,0.619352,0.516073,0.532929,0.646157,0.534548,0.539913,0.478787,0.638309,0.55276,0.562409,0.427673,0.595332,0.491477,0.522669,0.3289,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774
0.054058,0.045157,0.488469,0.909822,0.590011,0.413636,0.424424,0.48959,0.705841,0.426863,0.624396,0.465797,0.656062,0.455455,0.605799,0.665099,0.430469,0.438249,0.394378,0.686579,0.578242,0.437811,0.604248,0.603484,0.595033,0.53114,0.514284,0.503434,0.622096,0.454142,0.381035,0.50318,0.514926,0.529056,0.503995,0.643453,0.516492,0.522161,0.616206,0.491025,0.584003,0.519076,0.671999,0.560732,0.559363,0.389754,0.557479,0.54485,0.518346,0.331559,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774
0.108891,0.191303,0.635247,0.911237,0.485203,0.451729,0.488252,0.444613,0.715074,0.443678,0.597916,0.437399,0.658606,0.437593,0.536954,0.653508,0.467773,0.466928,0.526773,0.655676,0.587009,0.422091,0.617627,0.593028,0.599098,0.528641,0.527725,0.515711,0.618087,0.537295,0.366743,0.541569,0.584516,0.547092,0.481607,0.665297,0.567126,0.540754,0.622739,0.530751,0.566762,0.460463,0.607732,0.563746,0.560168,0.408255,0.578391,0.504917,0.492801,0.352568,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.090817,0.122532,0.601589,0.881917,0.51932,0.450401,0.3933,0.533502,0.655343,0.476675,0.618526,0.436875,0.659772,0.443013,0.545776,0.678175,0.476801,0.490775,0.440548,0.659653,0.565656,0.419217,0.61967,0.613382,0.587649,0.536449,0.528944,0.522532,0.623233,0.489324,0.395086,0.505693,0.370153,0.504032,0.572072,0.64185,0.556234,0.556566,0.620952,0.512392,0.568005,0.473459,0.630149,0.558231,0.557469,0.458962,0.587373,0.508997,0.490126,0.348104,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.112274,0.199896,0.637488,0.913189,0.484772,0.45308,0.482456,0.449558,0.712131,0.447439,0.599203,0.430726,0.658623,0.437356,0.542329,0.657427,0.470951,0.470332,0.529027,0.656244,0.589347,0.423042,0.616683,0.599502,0.593063,0.535647,0.527941,0.519272,0.618316,0.532417,0.370693,0.534338,0.572661,0.544076,0.477766,0.66136,0.56757,0.544401,0.624232,0.526919,0.565229,0.464219,0.608003,0.562428,0.561171,0.410881,0.576121,0.502185,0.488329,0.349063,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.057602,0.129804,0.55592,0.951333,0.537338,0.441819,0.385646,0.533523,0.65566,0.466285,0.621292,0.417865,0.647123,0.434669,0.573424,0.645486,0.447366,0.440536,0.485538,0.688294,0.587775,0.448658,0.603866,0.603648,0.606816,0.526821,0.533912,0.532777,0.623431,0.494259,0.388615,0.521133,0.391924,0.500363,0.568778,0.63964,0.547598,0.565621,0.617225,0.507614,0.577943,0.46696,0.651201,0.547773,0.562343,0.497566,0.585496,0.512763,0.478473,0.347386,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.073298,0.14653,0.527415,0.96084,0.562521,0.423494,0.443021,0.451073,0.728074,0.430326,0.590782,0.387962,0.652019,0.438854,0.531569,0.624749,0.46026,0.488762,0.469906,0.70067,0.588517,0.431354,0.589223,0.589037,0.606142,0.515085,0.547077,0.552107,0.630724,0.52723,0.371505,0.551421,0.575959,0.527077,0.518383,0.640824,0.521287,0.549541,0.640482,0.510004,0.60211,0.469225,0.676444,0.546778,0.554285,0.398212,0.578193,0.510104,0.481403,0.36531,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.116922,0.204739,0.635839,0.91035,0.494172,0.460658,0.421168,0.492964,0.674581,0.474111,0.611485,0.423293,0.658139,0.437614,0.534443,0.661402,0.468092,0.46937,0.537277,0.658322,0.586373,0.426725,0.618058,0.603156,0.591555,0.538,0.534221,0.523917,0.615041,0.516516,0.389589,0.519014,0.421662,0.521875,0.535146,0.652711,0.562158,0.554818,0.625634,0.518865,0.56349,0.466247,0.614701,0.556643,0.560498,0.449901,0.577712,0.501339,0.485351,0.352701,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0016310@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.177165,0.200736,0.368592,0.885195,0.16729,0.419502,0.4268,0.552361,0.697646,0.806013,0.605902,0.44652,0.637514,0.455321,0.55215,0.662268,0.569622,0.436645,0.48401,0.640268,0.621359,0.427633,0.583901,0.594299,0.560581,0.567519,0.525476,0.526018,0.628,0.417288,0.375153,0.587408,0.335451,0.514528,0.52933,0.654827,0.527052,0.542833,0.624079,0.534582,0.569357,0.465258,0.633554,0.546918,0.567506,0.489304,0.581314,0.496271,0.483269,0.322658,GO0009987@GO0006357@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0006811@GO0010628@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.577965,0.93995,0.664839,0.972814,0.508009,0.400607,0.598308,0.535085,0.705341,0.433323,0.628235,0.432573,0.64564,0.441542,0.509737,0.624722,0.465157,0.377849,0.256051,0.666793,0.585352,0.455537,0.636143,0.603018,0.584699,0.537232,0.531751,0.523265,0.620007,0.499199,0.395234,0.49462,0.441707,0.520975,0.532753,0.644667,0.541131,0.552097,0.632124,0.535252,0.55904,0.46909,0.614394,0.580205,0.55908,0.298009,0.57516,0.481461,0.561548,0.36188,GO1903047@GO0022402@GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0035556@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016071@GO0016070@GO0044265@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0044248@GO0009056@GO1901575@GO0009057@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0016567@GO0032446@GO0070647@GO0006996@GO0016043@GO0071840@GO0000377@GO0000398@GO0006397@GO0000375@GO0008380@GO0006396@GO0006259@GO0051276@GO0006310@GO0006281@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048731@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006260@GO0006351@GO0097659@GO0032774@GO0006366@GO0071702@GO0071705@GO0046907@GO0051641@GO0051649@GO0006412@GO0043043@GO0006518@GO0043604@GO1901566@GO0043603@GO1901564@GO0006508@GO0019941@GO0006511@GO0043632@GO0051603@GO0006886@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0006811@GO0043065@GO0042981@GO0043068@GO0043067@GO0010941@GO0010942@GO0051336@GO0051345@GO0051726@GO0007062@GO0000280@GO0048285@GO0022414@GO0022610@GO0007155@GO0048609@GO0007399@GO0051704@GO0042127@GO0008284@GO0008285@GO0016032@GO0044403@GO0044764@GO0044419@GO0010628@GO0043161@GO0010498@GO0030163@GO0032259@GO0055085@GO0043066@GO0043069@GO0060548@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.226048,0.268421,0.369444,0.948439,0.729504,0.471058,0.4053,0.421457,0.66419,0.469598,0.604012,0.448137,0.630221,0.40712,0.536567,0.588314,0.435787,0.480673,0.56688,0.722918,0.620842,0.399131,0.630544,0.581796,0.565128,0.59996,0.531444,0.599685,0.616878,0.475261,0.36528,0.491976,0.587679,0.561863,0.77294,0.587936,0.495319,0.497656,0.644105,0.517955,0.586031,0.478982,0.656116,0.562834,0.547581,0.432834,0.609665,0.493527,0.519266,0.341567,GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0035556@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0016567@GO0032446@GO0070647@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0071702@GO0071705@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0051336@GO0051345@GO0010628@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.045507,0.065243,0.481315,0.936345,0.586416,0.49265,0.41757,0.462252,0.711962,0.450029,0.640218,0.429173,0.663786,0.42735,0.563686,0.681567,0.439202,0.412783,0.406773,0.6648,0.595674,0.438661,0.612407,0.626696,0.6448,0.544262,0.547211,0.504928,0.609539,0.513049,0.366996,0.533897,0.51703,0.52134,0.580588,0.629669,0.464953,0.568785,0.623879,0.503843,0.570296,0.471949,0.643467,0.55436,0.552399,0.393997,0.58146,0.504254,0.514182,0.358254,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.155141,0.227504,0.567061,0.917897,0.563507,0.431367,0.465128,0.484133,0.67865,0.461662,0.63185,0.42389,0.635185,0.463271,0.566005,0.668318,0.566269,0.473404,0.564555,0.661046,0.632677,0.415036,0.631134,0.584597,0.59818,0.549546,0.530999,0.550896,0.625584,0.479973,0.441804,0.545435,0.51646,0.542559,0.585361,0.62674,0.569329,0.530663,0.585599,0.56121,0.577221,0.482834,0.635452,0.539001,0.586821,0.439774,0.582795,0.504549,0.49296,0.328603,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774
0.260229,0.192732,0.259962,0.863513,0.631823,0.421962,0.531363,0.222086,0.323201,0.718763,0.555919,0.472711,0.606089,0.500018,0.614122,0.601776,0.348561,0.51609,0.435748,0.73692,0.466375,0.306757,0.84895,0.462066,0.679681,0.75479,0.615136,0.408103,0.490751,0.688503,0.35358,0.323456,0.583915,0.447047,0.49553,0.797455,0.587454,0.474965,0.724107,0.573225,0.499898,0.525921,0.673405,0.559932,0.540012,0.378427,0.631237,0.597183,0.388498,0.316791,GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0006950@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048731@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0006508@GO0006952@GO0006954@GO0022610@GO0007155@GO0007399@GO0051704@GO0042127@GO0008284@GO0016032@GO0044403@GO0044764@GO0044419@GO0010628@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.118784,0.212289,0.639093,0.915235,0.488041,0.455714,0.464445,0.464551,0.698846,0.457274,0.605211,0.42685,0.659304,0.436403,0.539653,0.658638,0.470224,0.473854,0.541013,0.656104,0.586833,0.421409,0.61555,0.599222,0.593089,0.536669,0.529863,0.519784,0.615888,0.524947,0.379086,0.527207,0.523144,0.536418,0.497449,0.656076,0.566772,0.546386,0.623842,0.524995,0.564695,0.464473,0.608768,0.561151,0.561164,0.429411,0.576925,0.502231,0.485141,0.352268,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0016310@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
